1108939,2068541,-23.563300745462012
1108939,6707713,-23.670895755659505
1108939,5553584,-23.73756831707901
1108939,3130232,-23.73859338571163
1108939,8596285,-23.77648911386055
1108939,5553585,-23.95000653560707
1108939,753531,-24.212997173690624
1108939,698106,-24.231987318043938
1108939,7152561,-24.233013555525297
1108939,6980266,-24.336730762748697
1108939,3357548,-24.34801938825339
1108939,6758075,-24.348360805590932
1108939,3097883,-24.435963247958107
1108939,1979870,-24.440070774500022
1108939,2834919,-24.584684921002918
1108939,5579740,-24.58571338665652
1108939,8363174,-24.588111769589
1108939,3647358,-24.601401895120947
1108939,5163856,-24.614944415766026
1108939,6238857,-24.765104361653734
1108939,6920553,-24.76613235741474
1108939,3097877,-24.766817492275095
1108939,7491705,-24.77434366676997
1108939,7201778,-24.779123238529984
1108939,6238986,-24.874848605881112
1108939,6707716,-24.958005620205657
1108939,8804355,-24.95971367887237
1108939,6920554,-24.982329579533562
1108939,2047562,-24.983700632068736
1108939,2764268,-24.985413567058004
1108939,698109,-24.985756036721273
1108939,2735037,-24.98712552455661
1108939,3259017,-24.992938883418425
1108939,1347694,-24.99430509698122
1108939,2430867,-24.99430509698122
1108939,1818494,-24.997035658982817
1108939,4320195,-25.01945812303865
1108939,3899060,-25.040321427663212
1108939,7919347,-25.053818591571094
1108939,6707715,-25.092848703590725
1108939,699259,-25.10443251883251
1108939,8661642,-25.18013295031855
1108939,160716,-25.236108578658644
1108939,4390191,-25.237819754967603
1108939,7340851,-25.23952995579149
1108939,7698352,-25.240213763234273
1108939,242056,-25.247716775019633
1108939,7724054,-25.26122868044039
1108939,7454708,-25.261571580691076
1108939,2846462,-25.262257263634275
1108939,2639731,-25.263628159538587
1108939,2695509,-25.27013137375902
1108939,6529622,-25.27388995920038
1108939,631424,-25.338415576048693
1108939,3150726,-25.346343625850622
1108939,2194177,-25.41241689622446
1108939,4260848,-25.423702947907714
1108939,5807716,-25.424983366727517
1108939,4260849,-25.425068073522823
1108939,6681205,-25.496147158452338
1108939,4049530,-25.514397681110793
1108939,6564869,-25.56766575752703
1108939,6871640,-25.62861388339697
1108939,4799672,-25.629299566340162
1108939,8181777,-25.629642349050577
1108939,3506104,-25.63032779699379
1108939,4172981,-25.63209755147625
1108939,3745976,-25.63209755147625
1108939,4056029,-25.63648979108114
1108939,893831,-25.63956604834348
1108939,6316872,-25.6405907668405
1108939,532318,-25.64195651392773
1108939,371765,-25.642580573166157
1108939,6179026,-25.64292230162909
1108939,1842680,-25.644288826352653
1108939,2011059,-25.644971855361568
1108939,2251472,-25.64702000982645
