1108939,3647358,-29.02736421693073
1108939,3899060,-29.432932347606574
1108939,7919347,-29.4504228567561
1108939,699259,-29.488678391939374
1108939,8661642,-29.567656240523803
1108939,4390191,-29.620354624411334
1108939,242056,-29.63226347365506
1108939,2068541,-29.70122198934189
1108939,3150726,-29.70129070054869
1108939,631424,-29.701840333555694
1108939,6707713,-29.73776140857909
1108939,8596285,-29.749806010447955
1108939,5807716,-29.788061581429076
1108939,6681205,-29.815134669749757
1108939,5553584,-29.85489164665168
1108939,3130232,-29.854994729398502
1108939,4049530,-29.85568185720728
1108939,6564869,-29.883921438299666
1108939,4172981,-29.97363665022781
1108939,3745976,-29.97363665022781
1108939,371765,-29.988423039276206
1108939,6179026,-29.988457400585375
1108939,1842680,-29.98859484188651
1108939,2011059,-29.98866356017588
1108939,2251472,-29.98886970560011
1108939,5553585,-30.036629000966084
1108939,1851519,-30.10627479715736
1108939,1889170,-30.10637787754289
1108939,8596284,-30.106618384669474
1108939,753531,-30.106996285488187
1108939,8172843,-30.12388094569571
1108939,3865302,-30.124602533191673
1108939,610121,-30.124636890172155
1108939,7844766,-30.12498043833798
1108939,7844765,-30.125014790990868
1108939,3009955,-30.12511784658937
1108939,917895,-30.125152197668854
1108939,2115313,-30.125152197668854
1108939,414222,-30.142917314485917
1108939,6204916,-30.142986028840348
1108939,8256786,-30.14374178288076
1108939,6969425,-30.239668743758052
1108939,2875828,-30.240355910914467
1108939,5668417,-30.240424618973933
1108939,4772094,-30.24045897241357
1108939,3097883,-30.25966944591461
1108939,698106,-30.26001312002029
1108939,1979870,-30.260081850117203
1108939,7152561,-30.26011621457519
1108939,7777453,-30.26032239305711
1108939,157178,-30.260459837506666
1108939,5836378,-30.260906488484114
1108939,8596286,-30.26125002091395
1108939,6980266,-30.324036115234232
1108939,1406041,-30.324757826724955
1108939,6726181,-30.324929637206587
1108939,6164673,-30.325067078507722
1108939,5748454,-30.325135796797092
1108939,3357548,-30.325170155351515
1108939,6758075,-30.32520451351244
1108939,3647366,-30.325273228653824
1108939,6290174,-30.325273228653824
1108939,4421943,-30.325307585634306
1108939,2556061,-30.32551371925478
1108939,2556062,-30.32578854205152
1108939,2834919,-30.392891498178535
1108939,5579740,-30.39299461517624
1108939,2834911,-30.39316646896308
1108939,8363174,-30.39323520772144
1108939,8596289,-30.393750698211903
1108939,4016944,-30.393750698211903
1108939,3899055,-30.393819423585313
1108939,1597334,-30.393819423585313
1108939,3529237,-30.39385378568163
1108939,3904622,-30.39405994999467
1108939,8550205,-30.39409430933612
1108939,3899061,-30.39416302683847
1108939,3168054,-30.394266100140776
1108939,5101048,-30.394644005287084
1108939,8596282,-30.442300311175302
1108939,6521246,-30.442300311175302
1108939,834481,-30.442850114164102
1108939,2918202,-30.44291883245348
1108939,3184954,-30.443021906936256
1108939,3124564,-30.443056264310208
1108939,3184955,-30.443124977877705
1108939,3607301,-30.443193689871386
1108939,5163856,-30.547042178005796
1108939,6238857,-30.54717966654844
1108939,6920553,-30.547282778820527
1108939,3097877,-30.54735151836639
1108939,6969422,-30.54800446550889
1108939,6170678,-30.548038827211627
1108939,6707716,-30.548073188520796
1108939,1690948,-30.5481075494364
1108939,7491705,-30.548107549436402
1108939,6170677,-30.548107549436402
1108939,4847697,-30.54814190995845
1108939,8804355,-30.548244989163376
1108939,631428,-30.548588560935897
1112389,7651152,-40.13419825817184
1112389,7120135,-40.23058321272282
1112389,452838,-40.538013976187344
1112389,452842,-40.538013976187344
1112389,452836,-40.538013976187344
1112389,452837,-40.538013976187344
1112389,452841,-40.538013976187344
1112389,8138765,-40.67910108464691
1112389,6064417,-40.82647501204748
1112389,5892677,-40.90233629603972
